qIndigenous,qProvince,qArea,q0,q1,q2,q3,q4,q5_A,q5_B,q6_A,q6_B,q7_A,q7_B,q8_A,q8_B,q9_A,q9_B,q10_A,q10_B,q11_A,q11_B,q12_A,q12_B,q13_A,q13_B,q14_A,q14_B,q15_A,q15_B,q16_A,q16_B,q18_A,q18_B,q19_A,q19_B,q20_A,q20_B,q21_A,q21_B,q22_A,q22_B,q26
Yes,Saskatchewan,Rural,Duck Lake,,12,18,Male,4,4,4,4,3,4,3,4,2,3,4,4,4,4,,,4,4,4,4,4,4,4,4,3,4,3,3,2,2,3,3,2,2,4
Yes,Saskatchewan,Rural,Duck Lake,,9,18,Male,3,5,3,5,3,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,3,5,3,5,3,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,17,Female,3,3,5,5,,,3,3,1,1,1,1,1,1,2,2,1,1,3,4,1,1,1,1,5,5,2,2,1,1,1,1,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,9,18,Female,4,4,4,5,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,3,3,4,4,3,3,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,17,Male,4,5,5,5,4,5,3,4,4,4,4,5,5,5,5,5,5,5,5,5,2,4,4,5,4,4,3,4,4,5,4,5,3,5,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,18,Female,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,3,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,17,Female,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,18,Other,5,5,5,5,4,4,4,4,2,2,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,1,1,1,1,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,16,Other,3,4,5,5,5,5,5,5,3,5,5,5,3,5,2,5,2,5,1,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,,Female,3,3,2,3,2,2,2,4,3,3,3,3,3,3,3,3,4,5,4,5,3,4,4,5,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,19,Female,3,3,4,4,3,3,3,4,4,4,4,3,3,3,2,4,3,3,3,4,2,3,3,4,3,4,4,5,4,5,3,4,4,3,5
Yes,Saskatchewan,Rural,Duck Lake,,9,17,Male,3,5,4,5,5,5,4,4,3,4,3,4,3,4,4,4,3,4,4,5,3,3,4,4,3,4,4,4,4,4,5,5,2,4,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,15,Female,5,5,,4,5,5,4,4,5,5,4,4,4,4,3,3,3,3,5,5,3,3,4,4,4,4,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,16,Female,5,5,4,5,3,3,3,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
Yes,Saskatchewan,Rural,Duck Lake,,11,15,Other,4,4,2,3,5,5,5,5,1,1,3,4,3,3,,,5,5,5,5,2,2,4,4,4,4,2,2,3,3,4,4,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,15,Male,2,4,3,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,,10,13,Male,4,5,5,5,3,4,5,5,1,3,1,4,3,4,4,5,1,2,2,3,5,5,4,4,3,,1,1,5,5,3,3,3,4,5
Yes,Saskatchewan,Rural,Duck Lake,,11,15,Male,5,5,4,4,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5,2,2,4,4,5,5,3,3,2,2,4,4,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,,12,15,Male,4,5,3,4,5,5,3,3,3,4,3,4,3,3,3,3,3,2,2,3,2,2,1,3,5,5,5,5,3,5,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,,12,16,Male,3,4,3,5,3,4,2,4,3,4,3,4,2,5,2,5,2,5,2,4,2,4,3,5,5,5,2,4,2,3,2,5,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,15,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,15,Female,4,5,5,5,5,5,4,5,3,5,5,5,3,5,5,5,5,5,5,5,3,5,4,5,5,5,3,5,3,5,4,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,16,Male,3,5,4,4,1,4,3,5,5,5,5,5,2,5,5,5,3,4,2,4,1,5,5,5,5,5,2,4,1,3,2,3,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,17,Female,4,5,5,5,5,5,4,5,3,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,,11,14,Female,4,4,4,3,4,3,5,4,3,3,4,5,4,3,5,5,5,5,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,13,Male,3,3,4,4,5,5,4,5,2,3,4,5,4,4,4,5,4,5,5,5,2,3,3,4,3,4,4,4,4,4,4,4,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,13,Female,4,5,4,5,4,5,5,5,3,4,4,5,3,4,4,4,5,5,5,5,5,5,4,5,5,5,4,4,3,4,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,13,Female,4,4,3,4,3,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,,12,16,Female,5,5,4,4,4,5,2,5,3,4,3,3,2,4,3,3,5,5,4,5,5,5,5,5,4,4,3,3,5,5,1,2,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,14,Male,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,,9,16,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5
Yes,Saskatchewan,Rural,Duck Lake,,12,16,Female,5,4,3,3,3,4,4,5,4,5,5,3,4,5,,,3,3,,3,3,5,3,4,4,5,3,4,4,5,4,3,4,3,4
Yes,Saskatchewan,Rural,Duck Lake,,9,16,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,15,Female,3,4,3,5,3,4,3,4,3,3,3,5,3,4,3,4,3,4,3,4,3,3,3,5,1,3,3,4,3,4,3,4,3,4,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,15,Other,5,5,4,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,3,4,3,3,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,19,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,18,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,19,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,18,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,17,Male,5,5,5,5,5,5,5,5,1,1,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,17,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,17,Male,5,5,5,5,3,5,2,4,2,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4
Yes,Saskatchewan,Rural,Duck Lake,,11,18,Female,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,,10,15,Male,4,5,3,,3,5,5,5,3,5,5,5,4,5,3,5,5,5,3,5,4,5,4,5,5,5,3,5,2,5,4,5,3,5,5
Yes,Saskatchewan,Rural,Duck Lake,,12,20,Other,5,5,4,5,3,5,5,5,4,5,5,5,3,5,4,5,3,5,3,5,5,5,4,5,4,5,5,4,4,5,3,4,5,3,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,15,Other,3,3,4,4,3,3,,2,1,1,3,4,3,3,1,1,1,1,1,5,1,1,4,4,5,5,3,3,3,3,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,15,Male,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,,12,14,Other,5,5,4,5,3,5,2,3,1,2,3,4,3,3,4,5,3,3,4,4,2,3,4,5,4,4,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,,11,15,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,,10,14,Female,3,5,5,4,4,3,3,5,4,,3,4,4,5,5,5,5,5,3,4,2,5,4,5,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,18,Female,2,3,3,2,2,4,4,5,3,4,4,5,4,5,4,5,3,4,4,5,3,4,4,4,5,5,4,4,3,3,4,4,1,4,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,18,Female,4,4,5,4,,4,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,13,Male,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,,10,13,Male,,5,,2,4,,,2,,4,,2,,3,,1,,5,4,2,,5,,2,,1,,2,5,,,1,,1,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,14,Other,3,5,4,5,3,5,3,4,2,4,5,5,4,5,5,5,3,5,3,5,,,3,4,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,13,Female,,4,1,3,2,4,,2,1,,,3,3,,,2,4,,2,3,,,2,2,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,14,Female,4,4,2,3,4,3,2,3,3,3,,,2,3,4,3,4,5,2,4,4,2,4,4,3,4,2,2,4,4,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,18,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,14,Female,4,5,4,4,3,4,4,5,,,3,4,4,5,3,5,3,4,4,5,3,5,3,4,4,5,2,4,3,4,3,4,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,14,Male,4,5,5,5,5,5,5,5,4,5,,,2,5,1,5,1,5,2,5,1,5,2,3,5,5,4,4,5,5,5,5,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,13,Male,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,13,Female,4,5,5,5,2,4,4,4,1,2,3,4,3,5,5,5,5,5,3,5,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,13,Male,4,4,5,5,5,5,5,5,3,3,3,5,3,4,4,5,3,4,3,4,1,3,3,4,4,5,2,3,3,4,4,4,3,5,5
Yes,Saskatchewan,Rural,Duck Lake,,11,14,Female,4,5,4,4,3,4,2,3,2,3,4,4,4,4,4,5,4,5,5,5,5,5,4,5,3,4,4,4,3,4,3,4,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,14,Male,5,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,2,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,18,Male,3,4,2,3,3,3,3,4,2,2,3,4,2,4,3,4,2,4,2,4,3,4,3,3,4,5,3,3,3,3,3,3,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,13,Other,3,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,3,3,4,4,5,5,5,5,4,4,5,5,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,,10,14,Male,,5,,2,4,,,2,,4,,2,,1,,3,,2,,5,,2,,3,,1,,2,5,,,1,,1,
Yes,Saskatchewan,Rural,Duck Lake,,10,14,Female,,4,,2,,1,,4,,5,,5,,2,,,,1,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,,9,16,Female,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,,11,14,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,,12,,Female,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,,,5,5,4,5,5,5,5,5,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,,9,,Female,4,5,5,5,3,5,4,5,3,5,3,5,4,5,5,5,5,5,5,5,5,5,3,5,3,5,4,5,3,4,4,5,3,4,5
Yes,Saskatchewan,Rural,Duck Lake,,9,,Female,3,5,4,5,4,5,4,5,2,4,4,5,2,4,2,5,2,5,4,5,3,5,5,5,5,5,2,4,3,4,2,4,3,4,
Yes,Saskatchewan,Rural,Duck Lake,,9,14,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,,12,13,Female,2,3,1,3,4,4,5,5,1,3,3,3,2,2,2,2,5,4,4,5,3,3,4,5,5,5,4,5,5,5,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,,11,17,Female,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,25,Male,5,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,2,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,18,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,,11,,Male,4,3,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,16,Other,4,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,16,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,1,2,5
Yes,Saskatchewan,Rural,Duck Lake,,9,,Female,1,2,4,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,3,3,4,4,4,4,3
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,14,Male,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,,5,3,4,4,1,1,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,16,Male,4,5,4,4,3,4,4,5,4,4,3,5,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,,11,13,Male,5,,3,,4,,2,,5,,4,,4,,3,,5,,1,,4,,2,,4,,3,,5,,2,,3,,5
Yes,Saskatchewan,Rural,Duck Lake,,11,14,Male,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Yes,Saskatchewan,Rural,Duck Lake,,9,,Male,5,5,5,5,4,4,5,5,3,3,4,4,5,5,5,5,5,5,,,3,3,2,2,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,,10,,Female,4,4,3,4,3,4,3,3,3,3,3,4,3,4,3,3,4,4,4,4,3,1,3,3,4,4,4,4,3,3,4,4,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,16,Male,4,5,4,4,3,4,3,3,3,2,4,4,3,4,5,5,5,5,4,5,3,4,4,4,5,5,3,3,4,3,2,2,2,2,4
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,9,15,Female,5,5,4,5,4,5,3,5,2,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,3,4,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,9,17,Female,2,3,3,3,3,4,3,4,1,2,2,3,3,3,2,2,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,17,Male,,,5,5,2,4,1,4,3,3,2,3,1,2,5,5,5,5,3,3,1,1,2,3,3,4,3,4,3,3,3,3,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,13,Female,4,5,4,5,5,5,1,4,1,2,4,5,5,5,5,5,3,4,5,5,5,5,4,4,5,5,4,4,3,3,4,4,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,12,14,Other,5,5,5,5,5,5,3,5,3,2,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,,2,2,3,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,9,16,Female,4,4,3,4,4,4,4,5,2,3,2,2,2,2,2,2,2,3,,,,,,,3,3,3,3,3,3,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,15,Male,3,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,19,Male,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,3,3,5,5,3,3,3,3,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,14,Male,5,5,5,5,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,5,5,4,4,2,2,1,1,2,2,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Male,,,4,5,5,5,5,5,4,5,4,4,,,,,,,,,,,4,5,,,4,4,4,4,4,4,4,4,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Male,,,4,5,1,4,3,3,2,4,2,4,,,,,,,,,,,5,5,,,1,2,4,5,3,4,2,2,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Female,,,4,5,3,4,4,5,2,2,,4,,,,,,,,,,,1,1,,,3,3,3,4,4,4,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Female,,,4,5,4,5,4,4,4,4,4,5,,,,,,,,,,,4,5,,,4,3,4,5,3,3,2,2,5
No,Ontario,Rural,"Kapuskasing, ON",,9,,Female,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5,5,,,4,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",,10,,Female,,,5,5,5,5,5,5,3,5,5,5,,,,,,,,,,,5,5,,,3,5,3,5,4,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Female,,,1,5,4,5,3,5,3,5,2,5,,,,,,,,,,,,5,,,4,5,1,5,5,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",,9,,Other,,,3,5,4,5,2,4,5,5,4,5,,,,,,,,,,,5,5,,,2,2,3,3,3,3,3,3,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Male,,,4,5,4,4,2,2,4,4,5,5,,,,,,,,,,,5,5,,,3,4,,,4,4,1,3,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Male,,,3,2,3,4,4,5,4,4,3,4,,,,,,,,,,,3,1,,,2,4,3,5,4,5,1,2,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Female,,,4,5,5,5,3,3,5,5,5,5,,,,,,,,,,,4,5,,,5,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Male,,,3,5,4,4,2,3,4,4,5,5,,,,,,,,,,,3,5,,,2,4,4,5,5,5,4,5,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Male,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5,5,,,5,5,5,5,1,1,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Female,,,5,5,5,5,5,5,2,3,4,5,,,,,,,,,,,4,4,,,1,2,3,4,3,4,1,3,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Female,,,3,5,4,5,5,5,3,5,3,5,,,,,,,,,,,4,5,,,4,5,4,5,5,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Female,,,5,5,5,5,1,1,5,5,5,5,,,,,,,,,,,5,5,,,5,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",,10,,Male,,,4,5,,,3,5,2,4,4,5,,,,,,,,,,,5,5,,,2,4,2,4,4,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",,10,,Male,,,4,5,5,5,5,5,3,5,3,5,,,,,,,,,,,5,5,,,5,5,5,5,4,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Female,,,5,5,5,5,3,4,5,5,5,5,,,,,,,,,,,5,5,,,3,3,3,3,5,5,3,4,5
No,Ontario,Rural,"Kapuskasing, ON",,9,,Female,,,3,4,5,5,3,5,1,2,2,5,,,,,,,,,,,4,4,,,2,2,4,5,1,1,2,3,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Female,,,3,5,5,5,5,5,4,4,5,5,,,,,,,,,,,5,5,,,3,4,5,5,3,3,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",,9,,Female,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5,5,,,5,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",,10,,Male,,,3,5,5,5,2,3,3,5,5,5,,,,,,,,,,,3,5,,,2,2,2,2,5,5,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Male,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5,5,,,5,5,5,5,5,5,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Male,,,4,5,5,5,5,5,1,1,4,5,,,,,,,,,3,3,,,,,1,1,1,1,5,5,3,4,5
No,Ontario,Rural,"Kapuskasing, ON",,10,,Male,,,5,5,2,3,4,5,,,3,4,,,,,,,,,3,4,,,,,1,3,3,3,3,3,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Female,,,,5,,5,,4,,2,4,,,,,,,,,,,5,,,,,4,3,,1,,4,,2,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Female,,,4,5,3,4,3,5,4,4,4,4,,,,,,,,,3,4,,,,,4,4,3,4,4,5,3,3,5
No,Ontario,Rural,"Kapuskasing, ON",,9,,Female,,,4,5,5,5,4,5,4,5,3,4,,,,,,,,,2,4,,,,,3,3,3,5,4,4,4,5,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Male,,,4,4,,3,3,3,5,4,5,3,,,,,,,,,4,5,,,,,5,5,3,5,5,5,4,3,5
No,Ontario,Rural,"Kapuskasing, ON",,12,,Male,,,3,4,3,4,3,5,3,3,2,3,,,,,,,,,3,4,,,,,4,5,3,3,3,4,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",,11,,Male,,,2,5,5,5,2,5,5,5,4,4,,,,,,,,,5,5,,,,,3,4,1,1,5,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",,9,,Female,,,4,5,3,4,2,5,4,5,4,4,,,,,,,,,3,4,,,,,2,4,3,3,4,4,2,4,5
No,Ontario,Rural,"Kapuskasing, ON",,10,,Male,,,5,5,5,5,3,5,4,5,4,4,,,,,,,,,3,4,,,,,4,5,3,4,5,5,3,4,
No,Ontario,Urban,"Toronto, ON",John Polanyi Collegiate Institute,12,,Other,,,,,3,4,4,4,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,4
No,Saskatchewan,Urban,Saskatoon,Bedford Road Colligate Institute,12,,Male,,,,,3,4,2,4,,,4,5,4,4,,,,,,,,,,,,,,,,,,,,,5
No,Saskatchewan,Urban,Saskatoon,Bedford Road Colligate Institute,11,,Female,,,,,3,4,2,5,,,3,4,4,5,,,,,,,,,,,,,,,,,,,,,4
No,Ontario,Urban,"Toronto, ON",John Polanyi CI,10,15,Male,5,5,3,3,4,5,3,5,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,2,5,3,5,5,5
No,Ontario,Urban,"Toronto, ON",Leaside Highschool,10,15,Male,4,4,3,3,3,4,3,4,3,3,3,3,3,4,3,4,3,4,5,5,4,4,5,5,5,5,2,3,2,3,4,4,4,5,5
No,Ontario,Urban,"Toronto, ON",York Mills,11,17,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
No,Ontario,Urban,"Toronto, ON",Birchmount Park ,11,14,Male,4,4,3,4,3,5,2,5,3,4,5,5,3,4,4,5,2,4,3,4,1,2,5,5,5,5,2,4,4,5,2,4,4,5,5
No,Ontario,Urban,"Toronto, ON",Cedarbrae CI,11,15,Male,3,3,4,4,2,2,5,5,5,5,5,5,2,2,4,4,3,3,5,5,1,4,4,4,5,5,4,5,2,2,5,5,2,4,5
