qIndigenous,qProvince,qArea,q0,q1,q2,q3,q4,q5_A,q5_B,q6_A,q6_B,q7_A,q7_B,q8_A,q8_B,q9_A,q9_B,q10_A,q10_B,q11_A,q11_B,q12_A,q12_B,q13_A,q13_B,q14_A,q14_B,q15_A,q15_B,q16_A,q16_B,q18_A,q18_B,q19_A,q19_B,q20_A,q20_B,q21_A,q21_B,q22_A,q22_B,q26
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,16,Female,5,5,4,5,3,3,3,Missing,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,15,Other,4,4,2,3,5,5,5,5,1,1,3,4,3,3,Missing,Missing,5,5,5,5,2,2,4,4,4,4,2,2,3,3,4,4,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,15,Male,2,4,3,4,4,4,4,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,10,13,Male,4,5,5,5,3,4,5,5,1,3,1,4,3,4,4,5,1,2,2,3,5,5,4,4,3,Missing,1,1,5,5,3,3,3,4,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,15,Male,5,5,4,4,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5,2,2,4,4,5,5,3,3,2,2,4,4,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,15,Male,4,5,3,4,5,5,3,3,3,4,3,4,3,3,3,3,3,2,2,3,2,2,1,3,5,5,5,5,3,5,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,16,Male,3,4,3,5,3,4,2,4,3,4,3,4,2,5,2,5,2,5,2,4,2,4,3,5,5,5,2,4,2,3,2,5,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,15,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,15,Female,4,5,5,5,5,5,4,5,3,5,5,5,3,5,5,5,5,5,5,5,3,5,4,5,5,5,3,5,3,5,4,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,16,Male,3,5,4,4,1,4,3,5,5,5,5,5,2,5,5,5,3,4,2,4,1,5,5,5,5,5,2,4,1,3,2,3,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,17,Female,4,5,5,5,5,5,4,5,3,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,14,Female,4,4,4,3,4,3,5,4,3,3,4,5,4,3,5,5,5,5,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,13,Male,3,3,4,4,5,5,4,5,2,3,4,5,4,4,4,5,4,5,5,5,2,3,3,4,3,4,4,4,4,4,4,4,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,13,Female,4,5,4,5,4,5,5,5,3,4,4,5,3,4,4,4,5,5,5,5,5,5,4,5,5,5,4,4,3,4,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,13,Female,4,4,3,4,3,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,16,Female,5,5,4,4,4,5,2,5,3,4,3,3,2,4,3,3,5,5,4,5,5,5,5,5,4,4,3,3,5,5,1,2,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,14,Male,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,16,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,16,Female,5,4,3,3,3,4,4,5,4,5,5,3,4,5,Missing,Missing,3,3,Missing,3,3,5,3,4,4,5,3,4,4,5,4,3,4,3,4
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,16,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,15,Female,3,4,3,5,3,4,3,4,3,3,3,5,3,4,3,4,3,4,3,4,3,3,3,5,1,3,3,4,3,4,3,4,3,4,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,15,Other,5,5,4,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,3,4,3,3,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,19,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,18,Other,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,19,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,18,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,17,Male,5,5,5,5,5,5,5,5,1,1,2,2,3,3,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,17,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,17,Male,5,5,5,5,3,5,2,4,2,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,18,Female,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,10,15,Male,4,5,3,Missing,3,5,5,5,3,5,5,5,4,5,3,5,5,5,3,5,4,5,4,5,5,5,3,5,2,5,4,5,3,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,20,Other,5,5,4,5,3,5,5,5,4,5,5,5,3,5,4,5,3,5,3,5,5,5,4,5,4,5,5,4,4,5,3,4,5,3,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,15,Other,3,3,4,4,3,3,Missing,2,1,1,3,4,3,3,1,1,1,1,1,5,1,1,4,4,5,5,3,3,3,3,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,15,Male,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,14,Other,5,5,4,5,3,5,2,3,1,2,3,4,3,3,4,5,3,3,4,4,2,3,4,5,4,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,Missing,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,15,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,10,14,Female,3,5,5,4,4,3,3,5,4,Missing,3,4,4,5,5,5,5,5,3,4,2,5,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,18,Female,2,3,3,2,2,4,4,5,3,4,4,5,4,5,4,5,3,4,4,5,3,4,4,4,5,5,4,4,3,3,4,4,1,4,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,18,Female,4,4,5,4,Missing,4,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,13,Male,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,10,13,Male,Missing,5,Missing,2,4,Missing,Missing,2,Missing,4,Missing,2,Missing,3,Missing,1,Missing,5,4,2,Missing,5,Missing,2,Missing,1,Missing,2,5,Missing,Missing,1,Missing,1,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,14,Other,3,5,4,5,3,5,3,4,2,4,5,5,4,5,5,5,3,5,3,5,Missing,Missing,3,4,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,13,Female,Missing,4,1,3,2,4,Missing,2,1,Missing,Missing,3,3,Missing,Missing,2,4,Missing,2,3,Missing,Missing,2,2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,14,Female,4,4,2,3,4,3,2,3,3,3,Missing,Missing,2,3,4,3,4,5,2,4,4,2,4,4,3,4,2,2,4,4,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,18,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,14,Female,4,5,4,4,3,4,4,5,Missing,Missing,3,4,4,5,3,5,3,4,4,5,3,5,3,4,4,5,2,4,3,4,3,4,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,14,Male,4,5,5,5,5,5,5,5,4,5,Missing,Missing,2,5,1,5,1,5,2,5,1,5,2,3,5,5,4,4,5,5,5,5,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,13,Male,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,13,Female,4,5,5,5,2,4,4,4,1,2,3,4,3,5,5,5,5,5,3,5,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,13,Male,4,4,5,5,5,5,5,5,3,3,3,5,3,4,4,5,3,4,3,4,1,3,3,4,4,5,2,3,3,4,4,4,3,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,14,Female,4,5,4,4,3,4,2,3,2,3,4,4,4,4,4,5,4,5,5,5,5,5,4,5,3,4,4,4,3,4,3,4,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,9,14,Male,5,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,2,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,18,Male,3,4,2,3,3,3,3,4,2,2,3,4,2,4,3,4,2,4,2,4,3,4,3,3,4,5,3,3,3,3,3,3,2,3,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,13,Other,3,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,3,3,4,4,5,5,5,5,4,4,5,5,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,10,14,Male,Missing,5,Missing,2,4,Missing,Missing,2,Missing,4,Missing,2,Missing,1,Missing,3,Missing,2,Missing,5,Missing,2,Missing,3,Missing,1,Missing,2,5,Missing,Missing,1,Missing,1,Missing
Yes,Saskatchewan,Rural,Duck Lake,Missing,10,14,Female,Missing,4,Missing,2,Missing,1,Missing,4,Missing,5,Missing,5,Missing,2,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,16,Female,4,Missing,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,14,Female,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,Missing,Female,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Missing,Missing,5,5,4,5,5,5,5,5,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,Missing,Female,4,5,5,5,3,5,4,5,3,5,3,5,4,5,5,5,5,5,5,5,5,5,3,5,3,5,4,5,3,4,4,5,3,4,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,Missing,Female,3,5,4,5,4,5,4,5,2,4,4,5,2,4,2,5,2,5,4,5,3,5,5,5,5,5,2,4,3,4,2,4,3,4,Missing
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,14,Male,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Missing,12,13,Female,2,3,1,3,4,4,5,5,1,3,3,3,2,2,2,2,5,4,4,5,3,3,4,5,5,5,4,5,5,5,4,4,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,17,Female,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,Missing,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,11,25,Male,5,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,2,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,18,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,Missing,Male,4,3,4,3,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,16,Other,4,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,16,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,1,2,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,Missing,Female,1,2,4,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,2,3,3,4,4,4,4,3
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,14,Male,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,Missing,5,3,4,4,1,1,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,12,16,Male,4,5,4,4,3,4,4,5,4,4,3,5,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,13,Male,5,Missing,3,Missing,4,Missing,2,Missing,5,Missing,4,Missing,4,Missing,3,Missing,5,Missing,1,Missing,4,Missing,2,Missing,4,Missing,3,Missing,5,Missing,2,Missing,3,Missing,5
Yes,Saskatchewan,Rural,Duck Lake,Missing,11,14,Male,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Yes,Saskatchewan,Rural,Duck Lake,Missing,9,Missing,Male,5,5,5,5,4,4,5,5,3,3,4,4,5,5,5,5,5,5,Missing,Missing,3,3,2,2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,Missing,10,Missing,Female,4,4,3,4,3,4,3,3,3,3,3,4,3,4,3,3,4,4,4,4,3,1,3,3,4,4,4,4,3,3,4,4,3,3,4
Yes,Saskatchewan,Rural,Duck Lake,Stobart Community School,10,16,Male,4,5,4,4,3,4,3,3,3,2,4,4,3,4,5,5,5,5,4,5,3,4,4,4,5,5,3,3,4,3,2,2,2,2,4
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,9,15,Female,5,5,4,5,4,5,3,5,2,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,3,4,5,5,5,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,9,17,Female,2,3,3,3,3,4,3,4,1,2,2,3,3,3,2,2,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,10,17,Male,Missing,Missing,5,5,2,4,1,4,3,3,2,3,1,2,5,5,5,5,3,3,1,1,2,3,3,4,3,4,3,3,3,3,1,1,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,13,Female,4,5,4,5,5,5,1,4,1,2,4,5,5,5,5,5,3,4,5,5,5,5,4,4,5,5,4,4,3,3,4,4,2,2,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,12,14,Other,5,5,5,5,5,5,3,5,3,2,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,Missing,2,2,3,5,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,9,16,Female,4,4,3,4,4,4,4,5,2,3,2,2,2,2,2,2,2,3,Missing,Missing,Missing,Missing,Missing,Missing,3,3,3,3,3,3,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,15,Male,3,5,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,19,Male,5,5,5,5,5,5,5,5,5,5,5,5,Missing,Missing,5,5,5,5,5,5,5,5,3,3,5,5,3,3,3,3,3,3,3,3,5
Yes,Saskatchewan,Rural,Duck Lake,CRCEC,11,14,Male,5,5,5,5,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,5,5,4,4,2,2,1,1,2,2,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Male,Missing,Missing,4,5,5,5,5,5,4,5,4,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4,5,Missing,Missing,4,4,4,4,4,4,4,4,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Male,Missing,Missing,4,5,1,4,3,3,2,4,2,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,1,2,4,5,3,4,2,2,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Female,Missing,Missing,4,5,3,4,4,5,2,2,Missing,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,1,Missing,Missing,3,3,3,4,4,4,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Female,Missing,Missing,4,5,4,5,4,4,4,4,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4,5,Missing,Missing,4,3,4,5,3,3,2,2,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,9,Missing,Female,Missing,Missing,5,5,5,5,5,5,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,4,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,10,Missing,Female,Missing,Missing,5,5,5,5,5,5,3,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,3,5,3,5,4,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Female,Missing,Missing,1,5,4,5,3,5,3,5,2,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,Missing,Missing,4,5,1,5,5,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,9,Missing,Other,Missing,Missing,3,5,4,5,2,4,5,5,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,2,2,3,3,3,3,3,3,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Male,Missing,Missing,4,5,4,4,2,2,4,4,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,3,4,Missing,Missing,4,4,1,3,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Male,Missing,Missing,3,2,3,4,4,5,4,4,3,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,3,1,Missing,Missing,2,4,3,5,4,5,1,2,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Female,Missing,Missing,4,5,5,5,3,3,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4,5,Missing,Missing,5,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Male,Missing,Missing,3,5,4,4,2,3,4,4,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,3,5,Missing,Missing,2,4,4,5,5,5,4,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Male,Missing,Missing,5,5,5,5,5,5,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,5,5,5,5,1,1,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Female,Missing,Missing,5,5,5,5,5,5,2,3,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4,4,Missing,Missing,1,2,3,4,3,4,1,3,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Female,Missing,Missing,3,5,4,5,5,5,3,5,3,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4,5,Missing,Missing,4,5,4,5,5,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Female,Missing,Missing,5,5,5,5,1,1,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,5,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,10,Missing,Male,Missing,Missing,4,5,Missing,Missing,3,5,2,4,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,2,4,2,4,4,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,10,Missing,Male,Missing,Missing,4,5,5,5,5,5,3,5,3,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,5,5,5,5,4,5,3,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,12,Missing,Female,Missing,Missing,5,5,5,5,3,4,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,3,3,3,3,5,5,3,4,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,9,Missing,Female,Missing,Missing,3,4,5,5,3,5,1,2,2,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4,4,Missing,Missing,2,2,4,5,1,1,2,3,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Female,Missing,Missing,3,5,5,5,5,5,4,4,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,3,4,5,5,3,3,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,9,Missing,Female,Missing,Missing,5,5,5,5,5,5,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,5,5,5,5,5,5,5,5,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,10,Missing,Male,Missing,Missing,3,5,5,5,2,3,3,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,3,5,Missing,Missing,2,2,2,2,5,5,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Male,Missing,Missing,5,5,5,5,5,5,5,5,5,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,5,Missing,Missing,5,5,5,5,5,5,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Male,Missing,Missing,4,5,5,5,5,5,1,1,4,5,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,3,3,Missing,Missing,Missing,Missing,1,1,1,1,5,5,3,4,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,10,Missing,Male,Missing,Missing,5,5,2,3,4,5,Missing,Missing,3,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,3,4,Missing,Missing,Missing,Missing,1,3,3,3,3,3,1,1,5
No,Ontario,Rural,"Kapuskasing, ON",Missing,11,Missing,Female,Missing,Missing,Missing,5,Missing,5,Missing,4,Missing,2,4,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,5,Missing,Missing,Missing,Missing,4,3,Missing,1,Missing,4,Missing,2,5
